1.8081,-9.0344,1
2.3231,-8.879,1
5.6168,2.0756,1
5.6064,-2.662,1
3.2201,-4.9377,1
-5.2967,-11.283,1
2.8899,-5.3863,1
0.044281,-5.4827,1
-2.0199,-3.6028,1
-3.3687,-6.1664,1
4.2603,-4.2189,1
-5.1116,-14.45,1
-1.2044,-8.0573,1
-0.22549,-9.3711,1
-2.449,-2.0437,1
-6.084,-10.245,1
3.645,-4.0273,1
-2.9101,-9.6779,1
-4.5167,-7.0957,1
2.5701,-8.6117,1
5.1681,-6.7808,1
0.13725,-3.4457,1
4.1808,-4.3242,1
-0.035077,-8.9506,1
1.2376,-2.7722,1
-0.8399,-1.5449,1
10.179,-4.1671,1
-1.8077,-5.0398,1
-0.1637,-1.4743,1
-3.836,-8.2592,1
1.252,-10.48,1
5.2363,-4.6543,1
1.5553,-5.8978,1
-0.081018,-5.9496,1
-0.18198,-5.715,1
-1.5988,-5.4223,1
3.2324,-6.3364,1
3.8137,-5.0741,1
-3.4951,-11.679,1
1.8604,-4.9267,1
4.5335,0.91492,1
-3.1193,-4.4264,1
0.66346,-4.8144,1
11.222,0.32961,1
-4.7591,-7.0329,1
0.66031,-3.8451,1
4.1821,-3.8229,1
-0.94736,-6.5795,1
-5.106,-7.5609,1
1.8152,-1.7808,1
3.7485,-0.69473,1
2.7361,-0.55082,1
2.4543,-7.6986,1
-3.3281,-3.694,1
3.0247,-4.8233,1
6.9394,-1.4093,1
-2.5527,-3.2156,1
3.455,-3.8351,1
0.30037,-3.911,1
-0.44702,-6.1899,1
4.6769,-4.2059,1
-1.5418,-7.5612,1
6.5213,2.133,1
-1.5618,-4.783,1
-4.2006,-13.436,1
4.2542,-6.7078,1
-9.0099,-11.517,1
4.5783,-0.7505,1
-1.1756,-8.832,1
4.1985,-1.3582,1
-4.5278,-12.656,1
1.5457,1.6417,1
-1.1778,-10.89,1
3.3828,-3.4317,1
5.6597,-6.5695,1
8.0667,3.5745,1
-2.6548,-7.4398,1
-0.66327,-0.97679,1
1.2142,-4.0941,1
0.0093157,-2.7903,1
-2.0233,-3.6886,1
0.73247,-5.7599,1
4.5881,-0.03057,1
1.6466,-0.95073,1
2.6522,-1.6982,1
7.0929,0.028193,1
-5.6954,-8.0047,1
-10.263,-9.995,1
-3.2393,-5.3701,1
4.5505,-3.2415,1
3.3533,-7.337,1
-0.69274,-5.4246,1
1.2186,-5.9793,1
-0.90565,-4.9692,1
1.3365,-1.4643,1
-1.1096,-5.1395,1
-1.3878,-3.5512,1
-0.68549,-1.8535,1
2.5811,-2.8178,1
-2.2949,-5.8281,1
7.9137,-3.6035,0
6.275,-2.7566,0
13.473,-2.1233,0
3.5869,-3.2438,0
8.5939,-4.2248,0
8.4633,-3.6074,0
9.0688,-0.89147,0
8.6683,-0.51647,0
9.4283,0.68935,0
7.8762,-4.0073,0
10.232,-1.2017,0
10.815,0.39957,0
9.2823,1.6722,0
12.581,3.342,0
8.5929,-2.8559,0
10.273,1.3868,0
8.9121,0.8355,0
12.715,1.2069,0
4.9783,-2.6367,0
10.379,-1.0357,0
10.541,3.5957,0
10.49,-0.28403,0
6.7011,-3.6747,0
9.4826,-0.73783,0
1.0081,-8.788,0
9.1647,-2.6408,0
10.356,0.4999,0
6.9989,-1.9227,0
9.5883,-1.4131,0
4.0725,-3.2587,0
13.616,4.4861,0
6.6034,-1.6587,0
5.5517,-4.3386,0
7.0956,-0.2463,0
10.54,1.1688,0
13.859,1.0919,0
8.292,0.32542,0
9.0655,-3.8808,0
10.863,0.96023,0
8.6487,-2.4834,0
6.1914,-2.3935,0
12.412,0.59366,0
8.5817,0.43665,0
11.108,-0.86554,0
11.376,1.8068,0
5.7982,-3.3628,0
9.9615,0.20756,0
10.786,0.32897,0
6.4685,-3.0358,0
6.3358,-1.5783,0
9.5998,-1.5475,0
11.813,-1.337,0
7.5351,0.78631,0
8.9751,1.4387,0
3.445,-6.318,0
6.0993,-0.97596,0
12.994,-1.6607,0
6.6859,-3.206,0
7.7339,-1.6626,0
10.149,1.4381,0
5.3363,-2.9722,0
9.886,-2.2231,0
8.1191,-5.8834,0
8.603,-5.1885,0
5.4314,-4.3875,0
11.96,-0.12435,0
6.1919,-0.31901,0
8.1601,-1.897,0
6.4657,-0.36921,0
3.6937,-7.1704,0
9.65,-0.57216,0
3.905,-4.8086,0
5.1135,-4.0885,0
5.656,-4.8175,0
12.413,1.7637,0
7.2329,-2.0257,0
5.6156,-2.9164,0
11.615,0.04583,0
3.5027,-4.3797,0
5.5493,-4.5252,0
9.5916,-2.5206,0
6.2784,-0.8184,0
8.8733,-0.5836,0
7.1003,1.515,0
7.9268,0.15351,0
9.2088,1.0136,0
6.0705,-3.2536,0
5.7214,-4.6784,0
7.3176,0.55492,0
6.7521,-4.1415,0
9.3897,-1.72,0
8.3655,-1.9201,0
9.4998,-0.52737,0
11.311,1.4354,0
5.4176,-1.3785,0
8.3921,-2.0513,0
7.0783,-4.2058,0
9.4625,-0.2596,0
6.3951,-0.31008,0
5.5632,-6.1316,0
