14,42,1
29,40,1
22,22,1
11,20,1
10,35,1
35,40,1
34,32,1
37,31,1
13,26,1
46,37,1
40,38,1
21,21,1
26,34,1
42,40,1
18,44,1
17,48,1
34,38,1
8,33,1
42,35,1
32,50,1
37,48,1
45,50,1
21,16,1
25,46,1
18,42,1
26,31,1
28,44,1
37,35,1
32,23,1
5,11,1
26,27,1
30,34,1
18,42,1
9,11,1
21,50,1
14,47,1
7,17,1
18,31,1
13,14,1
25,18,1
9,34,1
22,43,1
16,36,1
22,16,1
11,45,1
5,10,1
34,50,1
6,8,1
40,47,1
23,33,1
26,43,1
5,10,1
35,46,1
31,29,1
12,41,1
15,38,1
27,50,1
40,35,1
18,46,1
28,32,1
27,34,1
13,31,1
31,50,1
13,14,1
40,32,1
32,31,1
30,42,1
15,31,1
14,41,1
47,45,1
25,24,1
50,42,1
11,29,1
12,16,1
11,28,1
6,26,1
14,42,1
14,22,1
10,25,1
10,26,1
8,20,1
38,41,1
29,35,1
21,39,1
13,40,1
45,34,1
18,31,1
16,42,1
19,14,1
7,30,1
45,46,1
10,16,1
31,23,1
12,40,1
16,26,1
22,42,1
15,12,1
31,42,1
35,29,1
26,32,1
4,1,-1
8,49,-1
20,1,-1
25,5,-1
36,5,-1
47,24,-1
44,16,-1
45,29,-1
35,8,-1
2,26,-1
44,17,-1
47,9,-1
3,15,-1
39,7,-1
46,31,-1
3,14,-1
3,29,-1
1,21,-1
16,6,-1
42,29,-1
5,35,-1
22,7,-1
16,4,-1
40,16,-1
45,8,-1
30,1,-1
36,17,-1
40,24,-1
24,12,-1
36,23,-1
18,10,-1
10,4,-1
6,38,-1
28,7,-1
18,12,-1
2,46,-1
49,1,-1
50,25,-1
48,21,-1
41,21,-1
24,8,-1
42,12,-1
19,4,-1
49,6,-1
49,4,-1
4,18,-1
49,8,-1
44,14,-1
46,22,-1
3,20,-1
6,39,-1
20,7,-1
49,10,-1
34,6,-1
32,10,-1
28,6,-1
42,23,-1
5,33,-1
25,10,-1
29,16,-1
12,8,-1
25,12,-1
2,11,-1
34,9,-1
6,46,-1
32,22,-1
44,19,-1
28,14,-1
11,5,-1
47,28,-1
47,32,-1
50,6,-1
47,11,-1
17,1,-1
2,15,-1
44,18,-1
47,19,-1
37,10,-1
2,18,-1
36,9,-1
46,31,-1
41,16,-1
18,12,-1
7,37,-1
5,35,-1
26,10,-1
5,37,-1
35,17,-1
19,9,-1
27,14,-1
4,18,-1
25,17,-1
44,16,-1
9,2,-1
19,6,-1
46,30,-1
32,17,-1
4,33,-1
12,4,-1
31,5,-1
